SKU,Amazon Sync (Na) FNSKU,Shop Elan Amazon (Na) FNSKU,UPC,Title,Primary Supplier,Brand,Available Quantity,On Hand,Pending (Ready to Ship),Pending (Payment),Reserve,Hold Quantity,Client
CR5145_W_M,,,8.42E+11,Capri Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CR5145_W_L,,,8.42E+11,Capri Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CR5145_W_XL,,,8.42E+11,Capri Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CR5145_B_XS,,,8.42E+11,Capri Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CR5145_B_S,,,8.42E+11,Capri Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CR5145_B_M,,,8.42E+11,Capri Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CR5145_B_L,,,8.42E+11,Capri Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CR5145_B_XL,,,8.42E+11,Capri Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CR5745_B_XS,,,8.40E+11,Coco Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CR5745_B_S,,,8.40E+11,Coco Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CR5745_B_M,,,8.40E+11,Coco Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CR5745_B_L,,,8.40E+11,Coco Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CR5745_B_XL,,,8.40E+11,Coco Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CR6104_W_XS,,,8.40E+11,Cypress Kimono,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CR6104_W_S,,,8.40E+11,Cypress Kimono,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CR6104_W_M,,,8.40E+11,Cypress Kimono,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CR6104_W_L,,,8.40E+11,Cypress Kimono,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CR6104_W_XL,,,8.40E+11,Cypress Kimono,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CR6104_B_XS,,,8.40E+11,Cypress Kimono,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CR6104_B_S,,,8.40E+11,Cypress Kimono,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CR6104_B_M,,,8.40E+11,Cypress Kimono,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CR6104_B_L,,,8.40E+11,Cypress Kimono,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CR6104_B_XL,,,8.40E+11,Cypress Kimono,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CTS5597_BML-S_XS,,,8.40E+11,Celina Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CTS5597_BML-S_S,,,8.40E+11,Celina Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CTS5597_BML-S_M,,,8.40E+11,Celina Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CTS5597_BML-S_L,,,8.40E+11,Celina Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CTS5597_BML-S_XL,,,8.40E+11,Celina Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CTS5597_WRO-S_XS,,,8.40E+11,Celina Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CTS5597_WRO-S_S,,,8.40E+11,Celina Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CTS5597_WRO-S_M,,,8.40E+11,Celina Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CTS5597_WRO-S_L,,,8.40E+11,Celina Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CTS5597_WRO-S_XL,,,8.40E+11,Celina Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CTS5736_BML-S_O/S,,,8.40E+11,Chen Maxi Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CTS5736_WRO-S_O/S,,,8.40E+11,Chen Maxi Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CTS5750_BML-S_XS,,,8.40E+11,Cecily Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CTS5750_BML-S_S,,,8.40E+11,Cecily Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CTS5750_BML-S_M,,,8.40E+11,Cecily Dress,Shop Elan,Shop Elan,2,2,0,0,0,0,Shop Elan
CTS5750_BML-S_L,,,8.40E+11,Cecily Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CTS5750_BML-S_XL,,,8.40E+11,Cecily Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CTS5750_WRO-S_XS,,,8.40E+11,Cecily Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
CTS5750_WRO-S_S,,,8.40E+11,Cecily Dress,Shop Elan,Shop Elan,3,3,0,0,0,0,Shop Elan
CTS5750_WRO-S_M,,,8.40E+11,Cecily Dress,Shop Elan,Shop Elan,2,2,0,0,0,0,Shop Elan
CTS5750_WRO-S_L,,,8.40E+11,Cecily Dress,Shop Elan,Shop Elan,1,1,0,0,0,0,Shop Elan
CTS5750_WRO-S_XL,,,8.40E+11,Cecily Dress,Shop Elan,Shop Elan,3,3,0,0,0,0,Shop Elan
OG5725_NA_XS,,,8.40E+11,Gladia Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
OG5725_NA_S,,,8.40E+11,Gladia Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
OG5725_NA_M,,,8.40E+11,Gladia Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
OG5725_NA_L,,,8.40E+11,Gladia Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
OG5725_NA_XL,,,8.40E+11,Gladia Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
OG5746_NA_XS,,,8.40E+11,Goddess Cut Out Dress,Shop Elan,Shop Elan,3,3,0,0,0,0,Shop Elan
OG5746_NA_S,,,8.40E+11,Goddess Cut Out Dress,Shop Elan,Shop Elan,5,5,0,0,0,0,Shop Elan
OG5746_NA_M,,,8.40E+11,Goddess Cut Out Dress,Shop Elan,Shop Elan,18,18,0,0,0,0,Shop Elan
OG5746_NA_L,,,8.40E+11,Goddess Cut Out Dress,Shop Elan,Shop Elan,35,35,0,0,0,0,Shop Elan
OG5746_NA_XL,,,8.40E+11,Goddess Cut Out Dress,Shop Elan,Shop Elan,27,27,0,0,0,0,Shop Elan
OG5746_B_XS,,,8.40E+11,Goddess Cut Out Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
OG5746_B_S,,,8.40E+11,Goddess Cut Out Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
OG5746_B_M,,,8.40E+11,Goddess Cut Out Dress,Shop Elan,Shop Elan,12,12,0,0,0,0,Shop Elan
OG5746_B_L,,,8.40E+11,Goddess Cut Out Dress,Shop Elan,Shop Elan,22,22,0,0,0,0,Shop Elan
OG5746_B_XL,,,8.40E+11,Goddess Cut Out Dress,Shop Elan,Shop Elan,16,16,0,0,0,0,Shop Elan
OG5746_R_XS,,,1.97E+11,Goddess Cut Out Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
OG5746_R_S,,,1.97E+11,Goddess Cut Out Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
OG5746_R_M,,,1.97E+11,Goddess Cut Out Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
OG5746_R_L,,,1.97E+11,Goddess Cut Out Dress,Shop Elan,Shop Elan,2,2,0,0,0,0,Shop Elan
OG5746_R_XL,,,1.97E+11,Goddess Cut Out Dress,Shop Elan,Shop Elan,1,1,0,0,0,0,Shop Elan
OG7290_NA_XS,,,8.40E+11,Gigi Romper,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
OG7290_NA_S,,,8.40E+11,Gigi Romper,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
OG7290_NA_M,,,8.40E+11,Gigi Romper,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
OG7290_NA_L,,,8.40E+11,Gigi Romper,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
OG7290_NA_XL,,,8.40E+11,Gigi Romper,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
OG7290_B_XS,,,8.40E+11,Gigi Romper,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
OG7290_B_S,,,8.40E+11,Gigi Romper,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
OG7290_B_M,,,8.40E+11,Gigi Romper,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
OG7290_B_L,,,8.40E+11,Gigi Romper,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
OG7290_B_XL,,,8.40E+11,Gigi Romper,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
OG9050_NA_O/S,,,8.40E+11,Geneva Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RG5597_W_XS,,,8.40E+11,Hazel Strapless Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RG5597_W_S,,,8.45E+11,Hazel Strapless Dress,Shop Elan,Shop Elan,20,20,0,0,0,0,Shop Elan
RG5597_W_M,,,8.45E+11,Hazel Strapless Dress,Shop Elan,Shop Elan,22,22,0,0,0,0,Shop Elan
RG5597_W_L,,,8.45E+11,Hazel Strapless Dress,Shop Elan,Shop Elan,3,3,0,0,0,0,Shop Elan
RG5597_W_XL,,,8.40E+11,Hazel Strapless Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RG5669_J_XS,,,8.40E+11,Eliana Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RG5669_J_S,,,8.40E+11,Eliana Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RG5669_J_M,,,8.40E+11,Eliana Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RG5669_J_L,,,8.40E+11,Eliana Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RG5669_J_XL,,,8.40E+11,Eliana Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RG5669_RO_XS,,,8.40E+11,Eliana Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RG5669_RO_S,,,8.40E+11,Eliana Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RG5669_RO_M,,,8.40E+11,Eliana Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RG5669_RO_L,,,8.40E+11,Eliana Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RG5669_RO_XL,,,8.40E+11,Eliana Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RG5669_W_XS,,,8.40E+11,Eliana Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RG5669_W_S,,,8.45E+11,Eliana Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RG5669_W_M,,,8.45E+11,Eliana Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RG5669_W_L,,,8.45E+11,Eliana Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RG5669_W_XL,,,8.40E+11,Eliana Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RNS5747_WRO-S_S,,,8.40E+11,Carmen Strapless Maxi,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RNS5747_WRO-S_M,,,8.40E+11,Carmen Strapless Maxi,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RNS5747_WRO-S_L,,,8.40E+11,Carmen Strapless Maxi,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RNS5747_WAZ-S_XS,,,8.40E+11,Carmen Strapless Maxi,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RNS5747_WAZ-S_S,,,8.40E+11,Carmen Strapless Maxi,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RNS5747_WAZ-S_M,,,8.40E+11,Carmen Strapless Maxi,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RNS5747_WAZ-S_L,,,8.40E+11,Carmen Strapless Maxi,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RNS5747_WAZ-S_XL,,,8.40E+11,Carmen Strapless Maxi,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RY2264_W_XS,,,8.40E+11,Castro Pant,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RY2264_W_S,,,8.40E+11,Castro Pant,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RY2264_W_M,,,8.40E+11,Castro Pant,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RY2264_W_L,,,8.40E+11,Castro Pant,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RY2264_W_XL,,,8.40E+11,Castro Pant,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RY2264_RO_XS,,,8.40E+11,Castro Pant,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RY2264_RO_S,,,8.40E+11,Castro Pant,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RY2264_RO_M,,,8.40E+11,Castro Pant,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RY2264_RO_L,,,8.40E+11,Castro Pant,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RY2264_RO_XL,,,8.40E+11,Castro Pant,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RY2264_B_XS,,,8.40E+11,Castro Pant,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RY2264_B_S,,,8.40E+11,Castro Pant,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RY2264_B_M,,,8.40E+11,Castro Pant,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RY2264_B_L,,,8.40E+11,Castro Pant,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RY2264_B_XL,,,8.40E+11,Castro Pant,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYP5597_J-SHELLS_XS,,,8.40E+11,Athens Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYP5597_J-SHELLS_S,,,8.40E+11,Athens Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYP5597_J-SHELLS_M,,,8.40E+11,Athens Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYP5597_J-SHELLS_L,,,8.40E+11,Athens Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYP5597_J-SHELLS_XL,,,8.40E+11,Athens Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYP5597_NV-SHELLS_XS,,,8.40E+11,Athens Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYP5597_NV-SHELLS_S,,,8.40E+11,Athens Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYP5597_NV-SHELLS_M,,,8.40E+11,Athens Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYP5597_NV-SHELLS_L,,,8.40E+11,Athens Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYP5597_NV-SHELLS_XL,,,8.40E+11,Athens Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT10824_NVGO-TD_XS,,,8.40E+11,Arianna Button Down,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT10824_NVGO-TD_S,,,8.40E+11,Arianna Button Down,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT10824_NVGO-TD_M,,,8.40E+11,Arianna Button Down,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT10824_NVGO-TD_L,,,8.40E+11,Arianna Button Down,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT10824_NVGO-TD_XL,,,8.40E+11,Arianna Button Down,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT10824_GNPK-TD_XS,,,8.40E+11,Arianna Button Down,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT10824_GNPK-TD_S,,,8.40E+11,Arianna Button Down,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT10824_GNPK-TD_M,,,8.40E+11,Arianna Button Down,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT10824_GNPK-TD_L,,,8.40E+11,Arianna Button Down,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT10824_GNPK-TD_XL,,,8.40E+11,Arianna Button Down,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT3112_NVGO-TD_XS,,,8.40E+11,Azora Short,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT3112_NVGO-TD_S,,,8.40E+11,Azora Short,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT3112_NVGO-TD_M,,,8.40E+11,Azora Short,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT3112_NVGO-TD_L,,,8.40E+11,Azora Short,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT3112_NVGO-TD_XL,,,8.40E+11,Azora Short,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT3112_GNPK-TD_XS,,,8.40E+11,Azora Short,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT3112_GNPK-TD_S,,,8.40E+11,Azora Short,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT3112_GNPK-TD_M,,,8.40E+11,Azora Short,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT3112_GNPK-TD_L,,,8.40E+11,Azora Short,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT3112_GNPK-TD_XL,,,8.40E+11,Azora Short,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5060_NVGO-TD_XS,,,8.40E+11,Amara Maxi,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5060_NVGO-TD_S,,,8.40E+11,Amara Maxi,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5060_NVGO-TD_M,,,8.40E+11,Amara Maxi,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5060_NVGO-TD_L,,,8.40E+11,Amara Maxi,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5060_NVGO-TD_XL,,,8.40E+11,Amara Maxi,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5060_GNPK-TD_XS,,,8.40E+11,Amara Maxi,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5060_GNPK-TD_S,,,8.40E+11,Amara Maxi,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5060_GNPK-TD_M,,,8.40E+11,Amara Maxi,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5060_GNPK-TD_L,,,8.40E+11,Amara Maxi,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5060_GNPK-TD_XL,,,8.40E+11,Amara Maxi,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5590_GONV-TD_O/S,,,8.40E+11,Allegra Coverup,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5597_GNPK-TD_XS,,,8.40E+11,Adi Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5597_GNPK-TD_S,,,8.40E+11,Adi Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5597_GNPK-TD_M,,,8.40E+11,Adi Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5597_GNPK-TD_L,,,8.40E+11,Adi Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5597_GNPK-TD_XL,,,8.40E+11,Adi Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5597_NVGO-TD_XS,,,8.40E+11,Adi Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5597_NVGO-TD_S,,,8.40E+11,Adi Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5597_NVGO-TD_M,,,8.40E+11,Adi Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5597_NVGO-TD_L,,,8.40E+11,Adi Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5597_NVGO-TD_XL,,,8.40E+11,Adi Strapless Mini,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5669_GONV-TD_XS,,,8.40E+11,Arielle Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5669_GONV-TD_S,,,8.40E+11,Arielle Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5669_GONV-TD_M,,,8.40E+11,Arielle Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5669_GONV-TD_L,,,8.40E+11,Arielle Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
RYT5669_GONV-TD_XL,,,8.40E+11,Arielle Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL10816_AZ_XS,,,8.40E+11,Kira Top,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL10816_AZ_S,,,8.40E+11,Kira Top,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL10816_AZ_M,,,8.40E+11,Kira Top,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL10816_AZ_L,,,8.40E+11,Kira Top,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL10816_AZ_XL,,,8.40E+11,Kira Top,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL10816_B_XS,,,8.40E+11,Kira Top,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL10816_B_S,,,8.40E+11,Kira Top,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL10816_B_M,,,8.40E+11,Kira Top,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL10816_B_L,,,8.40E+11,Kira Top,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL10816_B_XL,,,8.40E+11,Kira Top,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL10816_J_XS,,,8.40E+11,Kira Top,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL10816_J_S,,,8.40E+11,Kira Top,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL10816_J_M,,,8.40E+11,Kira Top,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL10816_J_L,,,8.40E+11,Kira Top,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL10816_J_XL,,,8.40E+11,Kira Top,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL10816_RO_XS,,,8.40E+11,Kira Top,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL10816_RO_S,,,8.40E+11,Kira Top,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL10816_RO_M,,,8.40E+11,Kira Top,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL10816_RO_L,,,8.40E+11,Kira Top,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL10816_RO_XL,,,8.40E+11,Kira Top,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL10816_W_XS,,,8.40E+11,Kira Top,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL10816_W_S,,,8.40E+11,Kira Top,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL10816_W_M,,,8.40E+11,Kira Top,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL10816_W_L,,,8.40E+11,Kira Top,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL10816_W_XL,,,8.40E+11,Kira Top,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL5732_W_XS,,,8.40E+11,Aphrodite Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL5732_W_S,,,8.40E+11,Aphrodite Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL5732_W_M,,,8.40E+11,Aphrodite Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL5732_W_L,,,8.40E+11,Aphrodite Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL5732_W_XL,,,8.40E+11,Aphrodite Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL5732_B_XS,,,8.40E+11,Aphrodite Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL5732_B_S,,,8.40E+11,Aphrodite Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL5732_B_M,,,8.40E+11,Aphrodite Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL5732_B_L,,,8.40E+11,Aphrodite Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL5732_B_XL,,,8.40E+11,Aphrodite Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL5754_W_XS,,,8.40E+11,Anoki Strapless Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL5754_W_S,,,8.40E+11,Anoki Strapless Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL5754_W_M,,,8.40E+11,Anoki Strapless Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL5754_W_L,,,8.40E+11,Anoki Strapless Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL5754_W_XL,,,8.40E+11,Anoki Strapless Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL5754_B_XS,,,8.40E+11,Anoki Strapless Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL5754_B_S,,,8.40E+11,Anoki Strapless Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL5754_B_M,,,8.40E+11,Anoki Strapless Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
VCL5754_B_L,,,8.40E+11,Anoki Strapless Dress,Shop Elan,Shop Elan,0,0,0,0,0,0,Shop Elan
